place_id,visit_date,visit_time_of_day,visit_nth,reservation,wait_time,visit_purpose,companion_type,auth_method,review_text,selected_keyword,additional_keyword_count,reaction_count
1baf3b21-ff47-5b88-989d-ab78b847fe16,2025-09-09,점심,1,False,바로 입장,일상,지인·동료,결제내역,,커피가 맛있어요,0,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2024-12-04,점심,1,False,바로 입장,일상,지인·동료,영수증,따뜻하게 차 마시기 좋아요 음료가 맛있어요,,0,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2025-01-21,저녁,1,,,,,영수증,달달하게 맛있네요미 디저트가 맛있어요,,0,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2025-01-14,저녁,1,False,바로 입장,친목,지인·동료,영수증,,커피가 맛있어요,1,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2025-01-05,점심,1,,,,,영수증,굿,커피가 맛있어요,0,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2024-08-19,저녁,1,False,바로 입장,,,영수증,^^ 음료가 맛있어요,,0,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2023-03-16,점심,1,,,,,영수증,편안하게 대화나눌수있어서 좋네요. 물론 사장님도 매우 친절하시네요.,특별한 메뉴가 있어요,1,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2023-05-15,점심,1,,,,,영수증,커피맛있어요,커피가 맛있어요,0,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2023-02-10,점심,1,,,,,영수증,조용해서 상대방과 대화하기 좋았어요 대화하기 좋아요,,0,0
1baf3b21-ff47-5b88-989d-ab78b847fe16,2022-08-31,아침,1,,,,,영수증,편안한 장소 정감있는장소~!! 가성비가 좋아요,,0,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-12-03,점심,1,False,바로 입장,일상,혼자,영수증,대학로 마로니에공원 클래식 분위기 갤러리 카페 모짜르트~ 연극시간이 남아 커피 한잔 하며 편안한 시간 보내고 갑니다^^,커피가 맛있어요,4,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2026-01-24,점심,1,False,바로 입장,친목,친구,결제내역,조용하고 좋으네요 가성비가 좋아요+2,,0,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-11-15,저녁,1,False,바로 입장,일상,지인·동료,영수증,조용하고 클래식한 카페 아늑해요+1,,0,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-11-13,점심,1,False,"바로 입장나들이,",일상,혼자,영수증,커피가 맛있고 까페 내부 인테리어가 멋있어요!,커피가 맛있어요,4,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-08-15,점심,1,False,바로 입장,일상,친구,영수증,인테리어도 엔틱하고 조용한카페에요!,인테리어가 멋져요,4,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-04-12,점심,1,False,바로 입장,,지인·동료,영수증,유럽스타일의 가구가 고풍스럽고 예뻐요~ 모짜르트 클래식음악을 들으며 담소나누기 좋아요^^ 대화하기 좋아요+1,,0,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-02-28,저녁,1,False,"바로 입장나들이,",일상,혼자,영수증,연극 볼려고 혜화 왔다가 음악 카페를 발견했어요 모자르트 카페에요 바닐라크로와플과 아이스 바닐라라떼를 시켰는데 맛있었어요♡♡♡♡,커피가 맛있어요,4,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-05-06,점심,1,False,바로 입장나들이,,친구,영수증,한번쯤은 가볼만한곳 모과차가 맛났어요.,인테리어가 멋져요,0,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-03-02,점심,1,False,바로 입장,데이트,연인·배우자,영수증,맥주음료 괜찮았어요 사장님이 친절하세요,특별한 메뉴가 있어요,2,0
ecc70e59-df7d-559f-9395-9bbd61c9ff9e,2025-06-23,저녁,1,False,바로 입장,친목,친구,영수증,굿,커피가 맛있어요,0,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2025-10-22,점심,1,False,바로 입장,일상,,결제내역,오~~진심 커피 완전 맛있어요,커피가 맛있어요,4,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2025-06-20,점심,2,False,바로 입장,일상,지인·동료,결제내역,"회사 앞 점심 후 자주 찾는 개인 카페! 아이스 아메리카노는 깔끔한 맛으로 피로 풀기에 딱, 가격도 3,000원 안팎으로 가성비 좋음. 수제 레몬에이드는 상큼하고 달달해서 디저트 대용으로 최고! 인테리어는 아늑한 나무 톤에 조명 따뜻, 직원들 친절해서 기분 좋게 커피 마심. 테이크아웃 빠르고,회사 근처라 자주 가는 단골 맛집 카페! 강추",커피가 맛있어요,2,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2025-02-14,아침,1,False,바로 입장,일상,혼자,결제내역,패쓰오더 언제부터 사용할 수 있나요?,커피가 맛있어요,1,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2025-04-08,점심,1,False,바로 입장,,,결제내역,굿!,커피가 맛있어요,0,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2024-09-27,점심,17,,바로 입장나들이,,지인·동료,결제내역,원두가맛있어요 친절해요+4,,0,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2024-09-09,아침,1,False,바로 입장,일상,혼자,결제내역,오렌지자몽라떼를 좋아해서 종종 마시는데 오랜만에 방문했습니다 주인이 바뀌신건가요? 그전에 계시던 남자분들은 없고 여자분 두분이 만들어주시더라고요. 근데 문제는 맛이.. 오렌지자몽라떼인데 오렌지 껍데기만 잔뜩 들어있고 (뭉텅이로) 오렌지랑 자몽청이 많이 들어있어야 맛있는건데 너무 아끼시네요.. 커피에 오렌지 껍데기 갈아 넣은 맛이에요.. 그전 맛이 아니라 너무 실망스러워요,특별한 메뉴가 있어요,0,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2024-06-18,점심,1,False,바로 입장,일상,혼자,결제내역,가격 저렴하고 라떼 맛있어요,커피가 맛있어요,1,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2024-06-27,점심,18,False,바로 입장,데이트,연인·배우자,결제내역,굿 가성비가 좋아요,,0,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2024-04-01,점심,2,,,,,결제내역,테라스가 있어 좋았어요,커피가 맛있어요,0,0
e0b28876-9907-59b4-85a9-ca5ed8be341c,2024-02-19,점심,16,False,10분 이내 나들이,,지인·동료,결제내역,싸고 원두맛있고 좋아요,커피가 맛있어요,2,0
a356d507-9948-5403-a44a-badc1b77e265,2026-02-28,점심,1,False,바로 입장,일상,혼자,영수증,"북한산 자락, 예술과 자연이 맞닿은 그곳에서 즐기는 가장 고요한 쉼표 하나 ☕️🖼️🎨🌳 —— 김종영 미술관 내에 위치한 까페 ‘시마루’ 평창동에는 크고 작은 갤러리가 많지만 이렇게 정원이보이는 통창 뷰의 까페가 많지는 않다. 김종영 미술관 건물 자체가 아름답다. 1층부터 3층까지 계단을 오르며 보는 전시는 평평한 갤러리를 걸으며 보는 전시와 느낌이 또 다르다. 까페는 이미 따뜻한 볕을 즐기는 사람들로 가득하다. 실내는 갤러리처럼 나무와 책들로 편안한 분위기다. 음료도 화려한 음료도보다는 미술관 컨셉과 어울리는 메뉴들로 준비되어 있고 난 따순 검은콩라떼를 주문했다. 꽤 큰 미술관의 전시를 보고나서 차 한 잔 하며 쉬다가니 좋은 곳이다. 책 한 권과 함께여도 좋을만하다. 대화하기 좋아요+4",,0,1
a356d507-9948-5403-a44a-badc1b77e265,2026-01-28,점심,1,False,바로 입장,일상,혼자,결제내역,근처 미술관 갔다가 들렀는데 아늑하고 느좋카페네요 전시 있을 때 다시 가고 싶어요,커피가 맛있어요,3,0
a356d507-9948-5403-a44a-badc1b77e265,2026-01-11,점심,1,False,바로 입장나들이,,지인·동료,영수증,"평창동 김종영미술관 안의 카페. ‘사미루’는 경남 창원시 김종영 생가 별채라고~ 커피원두가 좋은지 커피맛 좋았음~ 아아 ₩6,500 아아잔의 그립감도 굿 👍",커피가 맛있어요,1,0
a356d507-9948-5403-a44a-badc1b77e265,2025-11-12,점심,1,False,바로 입장,,지인·동료,결제내역,"분위기 너무 아늑하고 예뻐요🩵 평일에 놀러가니 고즈넉한 시간을 즐길 수 있어서 정말 행복했어요!,, 음료가 맛있어요+2",,0,0
a356d507-9948-5403-a44a-badc1b77e265,2025-12-19,점심,1,False,바로 입장여행친척・형제자매,,,영수증,뷰도 좋고 맛도 좋고 커피는 순하고 풍미가 좋아요,인테리어가 멋져요,3,0
a356d507-9948-5403-a44a-badc1b77e265,2026-02-20,저녁,1,False,바로 입장,친목,지인·동료,영수증,가격은 비싸지만 커피 맛있고 친절하고 ...예쁜 동네에 있어요,커피가 맛있어요,3,0
a356d507-9948-5403-a44a-badc1b77e265,2026-02-18,점심,1,,,,,영수증,이런 뷰 이런 카페라니... 집중 잘 되는 분위기여서 책 후루룩 읽었어요 날 좋은 여유로운 낮에 또 가고싶은 카페 사진이 잘 나와요+3,,0,0
a356d507-9948-5403-a44a-badc1b77e265,2025-06-22,점심,1,False,바로 입장나들이,,연인·배우자,영수증,북한산 형제봉이 보이는 평창동 카페 배가 불러서 토스트.버터(4천)에 아메리카노(6천)주문. 드립은 디카페인만 된다고. 오픈시간 사람 많지않아서 조용히 산 보고 남편과 두런두런 얘기하기 좋은 번잡하지않은 카페 김종영미술관이 함께 있어서 관람하기 좋음(무료) 주차는 카페건물앞에 대면 됨(별도주차장없음),커피가 맛있어요,4,0
a356d507-9948-5403-a44a-badc1b77e265,2025-09-13,점심,1,False,바로 입장여행,,,결제내역,조용하고 차분하게 대화하기 좋은 카페 🩵 커피도 맛있었어요😁,커피가 맛있어요,4,0
a356d507-9948-5403-a44a-badc1b77e265,2025-07-27,저녁,1,False,바로 입장나들이,,혼자,결제내역,미술관갔다 들렀는데 토스트 맛있어요,커피가 맛있어요,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2026-02-07,저녁,1,False,바로 입장,친목,친구,영수증,"따뜻하고 아늑한 분위기의 술집. 2차로 조용하고 분위기 있는 곳을 찾으신다면 이곳이 제격일듯. 혼술하며 책읽기 좋은 자리에 앉아 친구와 벨기에 산 '라쇼페'를 먹었다. 도수 8%로에 단맛과 깔끔한 맛이 좋은 맥주여서 와인을 넣고 데워진 소세지와 페어링이 괜찮았다 다양한 병맥주들이 냉장고에 있어 꺼내 먹고 결제시 말씀 드리면 된다. 음식이 준비되면 가지러 가고, 다 먹은 뒤엔 식기를 반납하는 시스템이다. 기본 안주가 좋아요+4",,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2026-02-09,저녁,1,False,바로 입장,데이트,연인·배우자,결제내역,"주문할 때, 음식 나왔을 때 모두 직접 카운터까지 가서 말해야하고 주문할 때도 제가 말한 건 다 별로라고 하고 혼내듯이 말해서 제 돈주고 사먹겠다는데 혼나서 억울하고 기분 나쁩니다 글고 계속 다른 걸로 유도해서 주문만 10분은 한 거 같아요 이럴거면 메뉴에는 왜 넣어놓은건지..? 그냥 팔고싶은 메뉴로만 메뉴판 만들어서 장사하세요 그리고 음식도 너무 맛없어서 돈아까움요 심지어 나갈 때는 다 먹은 그릇이랑 잔도 카운터에 반납하래요ㅋㅋ 술집에서 이런 대접 처음 받아보네요",,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-09-21,저녁,1,False,바로 입장,일상,혼자,영수증,저 촛농만큼이나 어떤이들의 추억이 켜켜이 쌓인 보물창고같은 곳이네요 멋지고 멋집니다 혼술하기에도 좋고 담소나누기에도 좋아요 혼술하기 좋아요+3,,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-07-24,,1,False,바로 입장,데이트,연인·배우자,영수증,가게에 첫인상은 인테리어에 놀라 반하게 되었고 촛불에 의지하여 다른사람의 일기장을 훔쳐보며 분위기에 취하게 되었습니다. 혼술하시는분도 계시고 커플끼리 친구끼리 다양한 손님이 계셨어요. 와인한병과 안주를 두개시켰는데 사장님께서 직접 마시는 방법도 알려주시고 안주 양이 많다며 하나만 주셔서 정말 딱 적당하게 잘 마시고 잘 먹고 왔습니다. 사장님께서 가게에 대한 애정이 느껴지고 그래서 더 특별한 경험이 된것 같아요. 잔잔한분위기라 다음에는 혼자 생각정리하러올꺼같습니다. 잘먹고 갑니다 음식이 맛있어요+4,,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-08-06,저녁,1,False,바로 입장,친목,친구,결제내역,"정말 최고의 장소예요오… 🥹🥹🥹 어떻게 이런 공간이 있나 싶을정도로 .. 사장님께서 와인 마시는법부터 안주 추천까지 다 섬세하게 해주시는데 비밀 아지트같은 느낌이 드네요… 한 번 가면 계속 갈 수밖에 없는 장소인 것 같아요 .. 너무 멋있는 곳이어서 친구들이랑 갔는데 다음번엔 남자친구도, 부모님도, 다른 친구들도 데려오고 싶을정도예요… ㅜㅜ 음식이 맛있어요+4",,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-07-05,저녁,1,False,바로 입장,데이트,연인·배우자,결제내역,사장님이 정겹고 요리를 정말 잘하세요!(๑˃̵ᴗ˂̵) ꪑ 안주 나오기도 전에 오렌지선셋이 너무 맛있어서 원샷 때려버렸지 모에요٩( ᐛ )و 추천맥주 받아 마셨는데 저 맥주가 거품이 기가 막혀요 ! 가서 뭐 골라야할지 모르겠다 하시는 분은 난쟁이맥주 꼭 드셔보셔요 맛은 블랑인데 거품이 일품최강~ 안주는 모둠소세지 아주 강추강추합니당 ☆*:.｡. o(≧▽≦)o .｡.:*☆담에 또 올게요 멋쟁이 사장님. ̮.ᡣ𐭩 음식이 맛있어요+4,,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-07-31,저녁,1,False,바로 입장,친목,친구,결제내역,"고즈넉한 분위기에 사장님이 홀로 운영하시는 매장이에요! 칵테일, 와인, 맥주 생각했을 때, 뭔가 반짝반짝하고 화려한 분위기가 생각나지만, 이 매장은 정반대로 정적인 분위기가 매력적인 곳이에요 ㅎㅎ 또 방문하고 싶고, 사장님 유쾌하셔서 좋아요🫶🏻🥹 음료가 맛있어요+3",,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-09-08,저녁,1,False,바로 입장,친목,친구,영수증,음식 주문하고 사진을 찍고있었는데 갑자기 “학생들 사진 좀 그만 찍어” 이러시더라고요. “왜 허락도 없이 사진을 찍으시나 최소한 주인인 자기에게 허락을 구하고 찍어야하는 것이 예의 아니냐”라고 하셨습니다. 정말 계속 뭐라고 하셔서 제가 경솔했다. 죄송하다는 말만 5-6번은 했습니다. 실컷 혼나고 친구랑 자리에 앉아 둘 다 넋이 나가 아무말 없이 앉아있었습니다. 정말 체할 것 같고 그냥 나가버리고 싶었습니다. 그러다 앞에 손님 조언 들었는지 갑자기 자기가 미안했다 마음껏 찍으라고하고 중간에 또 와서 왜 안찍어? 맘껏 더 찍어요~ 이러는데 찍고싶겠습니까.. 낭만 가득한 가시방석에서 돈내고 고문받다 갑니다. 허락 받고 찍으세요! 안 그럼 6절로 혼납니다. 아늑해요,,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-09-21,저녁,1,False,바로 입장,,,결제내역,"✮곧 삭제당할 리뷰입니다✮ 내 살다살다 이런 몰상식하고 제정신 아닌 사장은 처음 봅니다. 내 나이 30 중반인데 이런 정신나간 대접을 받는 건 처음입니다. 어린 대학생들 등쳐먹는 배짱장사 접으시고 평생 사회생활 하지 말고 골방에 틀어박혀 살다가 가십쇼. 당신은 요식업 및 주류업에 종사할 자격이 없습니다. 반말지거리, 안주 강매, 다른 고객 험담, 결제 사기, 되도않는 꼬장 등 완전체입니다. 네이버 리뷰는 삭제 요청을 별도로 하는지 부정적인 리뷰가 생각보다 적군요. 워낙 바와 주류 문화를 좋아해서 지역별, 가격대별로 다양하게 100군데 이상은 방문해본 것 같은데 여긴 근본부터 잘못됐습니다. 내돈 내고 개취급받는거 좋아하는 이상성욕자들만 방문하시길 바랍니다. 카악~ 퉤!! 퉤!!",,0,0
df4d3a3a-1e74-5808-ae54-1dfd8d8f7868,2025-05-01,저녁,1,False,바로 입장,데이트,친구,영수증,"분위기가 너무 좋고, 음료도 음식도 다 맛있어요😍😍 특히 나오는 음악들이 너무 취향이라 친구들 다 데리고 가서 항상 기분 좋게 즐기다 갑니당 사장님이 항상 친절하게 이것저것 다 챙겨주셔서 너무 감동이에요 또 가겠습니당❤️",인테리어가 멋져요,4,0
7dd6213d-256e-5cac-9240-8f08529b640d,2025-11-18,점심,1,False,바로 입장,데이트,연인·배우자,영수증,공간이 따스하고 편안해요. 2층에서 바라보는 풍경이 힐링이네요. 비오는날 가도 너무 좋을거 같은…커피와 스콘도 너무나 취저에요:),커피가 맛있어요,4,0
7dd6213d-256e-5cac-9240-8f08529b640d,2026-01-14,아침,1,False,바로 입장,,,결제내역,커피가 넘 맛있었어요 .. 마시는동안 카페에서 은은한 커피향이 느껴져서 더 좋았습니다,커피가 맛있어요,0,0
7dd6213d-256e-5cac-9240-8f08529b640d,2025-05-02,점심,1,False,바로 입장,데이트,연인·배우자,영수증,지나가다가 괜춘한 느낌이 들어서 방문했습니다. 2층까지있던데 귀찮아서 올라가진 않았습니다. 1층에 화장실도 있구요 메뉴에 디카페인도 있습니다! 커피맛있어요 바닐라빈라떼 먹었는데 바닐라 시럽을 맛은 쓰시는거같았어용 좌석이 엄청 편하진않지만 지나가다 쉴정도는 됩니다 ㅎㅎㅎ 사장님이 커피에 진심인가같았습니다 ! 맛있게 잘먹었습니다.,커피가 맛있어요,3,0
7dd6213d-256e-5cac-9240-8f08529b640d,2025-08-30,점심,1,False,바로 입장,데이트,친구,영수증,분위기 좋고 커피 맛있어요~,커피가 맛있어요,0,0
7dd6213d-256e-5cac-9240-8f08529b640d,2025-11-14,점심,1,,,,,영수증,창가 은행나무 이뻐요 디저트가 맛있어요+1,,0,0
7dd6213d-256e-5cac-9240-8f08529b640d,2026-02-06,점심,1,,,,,영수증,굿,커피가 맛있어요,0,0
7dd6213d-256e-5cac-9240-8f08529b640d,2025-08-29,점심,2,False,바로 입장,일상,지인·동료,영수증,맛나요,커피가 맛있어요,0,0
7dd6213d-256e-5cac-9240-8f08529b640d,2025-07-01,점심,1,False,바로 입장,비즈니스,혼자,결제내역,조용하고 갬성있는 카페 혼자와서 책 읽고싶은 카페에요 라떼도 맛있어요,커피가 맛있어요,1,0
7dd6213d-256e-5cac-9240-8f08529b640d,2025-01-09,점심,1,False,바로 입장,친목,지인·동료,영수증,,커피가 맛있어요,0,0
7dd6213d-256e-5cac-9240-8f08529b640d,2024-04-24,점심,1,False,바로 입장,친목,친구,영수증,친구가 자주 가는 곳이라 추천해서 같이 왔는데 라떼가 맛있어요 분위기도 좋고요 또 오고 싶네요 뷰가 좋아요+2,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2026-01-26,점심,2,,,,,영수증,오랜만에 오니 대면주문말고 NFC / QR코드 주문 기능이 생겼네요. 올때마다 은은한 향기에 잔잔한 음악에 조용히 쉬다가기에 좋아요. 늘 아이스티만 마시다 초코바나나 도전해봤는데 맛있어요.^^ 책 읽기 쾌적해요+4,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2025-11-12,점심,4,,,,,영수증,학교 동아리 시간 때 알게된 놀숲! 전에는 다른 곳만 갈까 말까 하다가 여기 알고나니 만화방은 여기만 와욬ㅋㅋㅋ 전에도 친구랑 왔었는데 오늘은 다른 친구랑 재방문 했어용~ (아이스티랑 라면 등 음식들 넘넘 맛있는건 안비밀) 책 읽기 쾌적해요+4,,0,1
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2026-01-28,저녁,1,,,,,영수증,아늑하구 편안한 분위기에서 푹 쉬다갑니당🥰 책 읽기 쾌적해요+4,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2026-02-22,저녁,2,,,,,영수증,코난보러 자주오는곳입니다 커피도맛있고 초코바나나도 맛있어요 화장실도 깨끗해서 좋아요 책 읽기 쾌적해요+4,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2025-12-31,점심,1,,,,,영수증,"여자친구랑 놀러왔는데 편하게 놀고 쉬기 너무 좋은 것 같아요 ! 음식도 맛있고 만화책, 보드게임, 스위치 등등 놀거리가 많아서 재밌게 놀았어요 !! 음식이 맛있어요+3",,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2026-01-25,점심,1,,,,,영수증,만화책 소설책을 좋아하시는 당신! 책 사이에서 행운을 발견하실지도 몰라요 ^^ 책 읽기 쾌적해요+3,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2026-01-30,점심,1,,,,,영수증,께끗하고 조용하고 좋아요~강추해요 책 종류가 다양해요+2,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2025-09-29,점심,2,,,,,영수증,놀숲에서 재밌게 놀고 보고싶던 연의편지 관람권도 얻게 되어 너무 좋았어요!! 받은 날 바로 데이트 하는 날로 예매 해두고 덕분에 영화도 재밌게 봤어용😆 책 읽기 쾌적해요+4,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2025-10-11,저녁,3,,,,,영수증,담배냄새없고 화장실깨끗하고 책상태좋아서 잠실새내놀숲만옵니다.추천합니다. 좌석이 편해요+3,,0,0
51a4a05b-b604-50a3-9c8a-b78c1af94f7d,2025-10-05,저녁,1,,,,,영수증,아이랑 자주 놀러오는 곳입니다. 감사하게도 추석에도 문을 열어주셔서 실컷 뒹굴뒹굴하고 가요 😁 인테리어 깔끔하고 자리가 무척 편합니다 책 읽기 쾌적해요+4,,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2026-01-14,점심,1,False,바로 입장,데이트,연인·배우자,영수증,.,,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2025-08-06,점심,4,False,바로 입장,일상,친구,영수증,굿 음료가 맛있어요,,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2025-08-05,점심,3,False,바로 입장,,친구,영수증,굿,커피가 맛있어요,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2025-01-09,아침,1,False,바로 입장,친목,지인·동료,영수증,아담하니 분위기 좋아요,커피가 맛있어요,2,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2024-12-17,점심,1,False,바로 입장,일상,지인·동료,영수증,. 디저트가 맛있어요,,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2025-01-09,아침,2,False,10분 이내,,혼자,영수증,수제대추차~~굿 음료가 맛있어요,,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2025-01-08,아침,1,False,10분 이내,일상,혼자,영수증,생강차 맛있네요 음료가 맛있어요,,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2024-07-24,점심,1,False,바로 입장,친목,지인·동료,영수증,무난하고 깔끔합니다. 조명이 은은하고 좌석이 쾌적하여 대화 나누기가 좋아요. 집중하기 좋아요+2,,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2024-03-14,점심,1,False,바로 입장,비즈니스,지인·동료,영수증,"미니 붕어빵 맛있었어요. 사장님인지, 알바생인지는 모르겠으나 실수로 음료를 쏟아 죄송하다고 하고 닦을 수 있는것좀 달라고 했더니 완전 짜증난 말투와 표정으로 그냥두세요 라고 하더니 행주로 닦는데 싫은티 팍팍 내더라구요...그래서 바로 나왔어요... 디저트가 맛있어요",,0,0
3cf4bbc8-9da6-54a9-8683-5cc5cae2f1ad,2024-02-29,점심,2,False,바로 입장,친목,친구,결제내역,에이드주문했지만 다른음료도 괜찮아요 ㅎ,커피가 맛있어요,0,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-03-05,점심,1,False,바로 입장나들이부모님,,,영수증,학교 때문에 상도역이랑 신대방삼거리에 있는 더머커피 정말 자주 갔었는데 저희 동네에도 생겨서 너무 행복해요 원래는 바닐라빈 라떼만 먹는데 이번에 먹어보니 말차랑 헤이즐넛 휘낭시에랑 밀크티 다 너무 맛있어요,커피가 맛있어요,4,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-03-02,아침,4,False,바로 입장,데이트,연인·배우자,결제내역,비오는 날 모처럼 아침먹으러 왔어요. 유독 라떼가 맛있네요. 바비큐치킨샌드위치도 겉바속촉 맛있어요!! 자주 오지만 또 오고 싶은 곳입니다.,커피가 맛있어요,4,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-01-26,점심,1,False,바로 입장,일상,,영수증,"지나갈때마다 와보고 싶었는데, 늘 사람으로 가득차 있어서 못갔다가 오늘 방문했어요 ! 공간이 너무 쾌적하고 좋고..게다가 이 세상 차가운 물가들사이에서 더머커피의 착한 가격으로 치유받고 갑니다 ,, ✴︎",커피가 맛있어요,4,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-01-02,점심,1,True,바로 입장,데이트,친구,영수증,분위기가 너무좋아요 인테리어가 환상 스터디 환경조성 조용히작업하기 최적의 환경이에요 샌드위치 너무 맛있네요 푸짐하고 재료는 신선한데 가격이 너무싸요 손님들 코스처럼 주문하는 이유 알겠어요 휘낭시에 너무 맛있고 원두초이스 가능합니다 커피바보들 무조건 무조건이에요!!!!,커피가 맛있어요,4,1
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-01-26,아침,1,False,바로 입장,,혼자,영수증,벌써 세번째 방뭉하는 곳이에요! 샌드위치는 이번에 처음 먹어봤는데 양도 많고 맛있었어요 휘낭시에는 말모말모 다음엔 토스트도 먹어봐야겠어요 공부하기도 좋고 작업하기도 좋은 공간이에요 녹두에 생겨주셔서 감사합니다 ㅎㅎ,커피가 맛있어요,4,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-02-02,아침,1,False,바로 입장,데이트,연인·배우자,영수증,"대학동 찐 휘낭시에 맛집, 더머커피입니다! 다양한 종류의 휘낭시에를 싼 가격에 맛보고 싶다면 더머커피에 오시는 걸 추천 드려요👍 저희는 레몬 마들렌, 무화과 크림치즈 휘낭시에를 먹고, 리뷰서비스로 말돈 솔트 휘낭시에까지 다 먹었는데도 6,000원 밖에 안 하는 혜자스러운 가격👀 게다가 통창을 통해 햇살도 들어오고, 예쁜 뷰를 보면서 책을 읽거나 공부할 수 있어요🥹 대학동이라서 카공하시는 분들도 많고, 대화하시는 분들도 적어서 집중해서 공부할 공간을 찾는 분들 적극추천드립니다🥳 저도 올해만 벌써 4번 정도 갔고, 앞으로 제 최애 대학동 카페가 될 것 같아요🫶🏻 아, 그리고 리뷰 이벤트 절대 잊지 말고 참여하시면 맛난 휘낭시에 받아갈 수 있어용! 디저트가 맛있어요+4",,0,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-03-07,아침,1,False,바로 입장,일상,혼자,영수증,가격도 넘 합리적이고 공간도 넓고 깨끗하고 차분하고 빵이랑 커피 원두 선택도 할 수 있구 너무 맛있어요!!!! 토마토?포카치아 추천합니다.🩵,커피가 맛있어요,4,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-02-21,점심,10,False,바로 입장,일상,,영수증,오랜만에 왔어요~~ 빵들이 추가되었네요 달달한 아인슈페너 한잔 마시고갑니다,커피가 맛있어요,1,0
14e66822-dfa1-5a7f-aa2e-1641513934e3,2026-02-21,점심,2,False,바로 입장나들이,,연인·배우자,영수증,산책이나 나들이 갈때 꼭 참새가 방앗간 들리듯 방문하는 카페... 🩷🩷💛💛 커피도 맛있고 휘낭시에 진짜 맛있어요 오셔도 후회 안합니다,커피가 맛있어요,4,0
